3.45545, 3.82352
0.0411585, 1.1251
-1.00349, 1.82854
-3.54245, 7.87223
-1.62527, -2.86461
9.66099, 6.64791
-1.6938, 6.40548
-1.06259, 0.323343
0.099244, 6.0816
-4.56612, -13.3653
-6.66617, -0.455305
-0.0486132, -12.2403
-6.89215, 3.77115
2.40271, -2.95085
-1.94832, 11.1414
-3.89065, 7.02111
16.3771, 6.01554
0.964452, 2.57559
8.4442, 0.194229
2.27268, 5.81923
-3.76966, -1.69728
2.1231, -4.91425
1.72748, 14.6551
-3.74813, -5.17553
0.0995144, 9.41951
6.61454, -2.18713
7.68577, 3.00471
1.97181, -10.7219
1.91342, -11.8677
-7.23969, 3.0421
3.57172, 8.00527
2.10723, -0.312302
0.345232, 6.24273
-4.92902, 1.69124
-4.95169, 6.18975
5.10038, 3.46609
3.14486, -3.44965
4.91538, 5.71477
8.47787, -3.92441
5.20222, 0.622374
-5.76227, -1.67002
-2.6633, -2.2672
-8.00635, 0.087724
-0.724976, 1.28689
-0.712467, -0.32447
2.36469, -5.1082
9.22841, 0.702207
3.78965, 0.382185
2.42031, 3.50574
0.378386, 7.58481
3.57186, 7.02371
-7.41317, -0.118864
8.25503, 2.69334
8.73484, 4.88051
-2.81186, 0.156301
14.7911, 3.12154
0.5966, 9.65945
7.38658, -1.33021
-2.55319, -0.480051
0.40566, 0.5281
-1.94302, -9.2788
-3.32971, -2.0286
6.46242, 3.40458
-4.99798, -3.86811
-3.65769, -2.9812
5.60822, 4.37249
1.19203, -5.9008
-3.03116, -2.19195
1.47203, 3.18372
-0.0865412, -0.523552
-2.39473, -2.08183
1.40435, -5.4185
4.32059, -4.18087
-1.97793, 4.40101
-0.97216, -3.87736
1.76364, 3.01997
-6.16652, -5.96151
-4.84766, -2.80561
5.01082, 1.89599
-1.51776, 4.84856
-3.01605, -4.94859
-4.50276, 2.0563
-5.10233, -10.2642
-3.66905, 3.22766
3.18767, 4.1659
6.2607, 17.057
2.1719, -3.98246
6.79002, -0.077125
-3.58863, 4.65265
0.0927115, 0.56691
4.63908, 7.78135
-5.30451, 1.71589
8.76457, -7.00963
-9.29461, 18.2142
-4.77094, 6.51422
-0.688364, 1.99856
-5.57369, -2.04596
-0.889308, -10.4008
0.534167, 4.21022
-0.664506, -7.24239
-10.8633, 1.64694
-0.633657, 1.54968
0.0859263, -1.84662
3.04914, -0.808343
11.2282, -11.1966
3.26591, 7.16032
6.29476, 11.1004
1.88535, 4.10606
-6.08391, 2.69021
4.59556, -1.76876
-2.60296, 2.86543
2.73836, 0.54438
6.027, -6.99978
4.87891, 2.9669
-5.2149, 8.17705
1.09048, -0.204242
1.39854, 5.69909
6.80749, -4.66987
4.20244, -7.49525
6.78858, -2.81323
7.65481, 0.231466
2.19456, -5.27572
4.05588, -2.79643
-7.19397, 5.32414
3.44451, 0.864697
-3.29767, -0.793861
-8.27916, 0.140034
-0.607338, -3.86403
-2.63801, 3.23232
11.0659, 8.72484
-2.12661, -8.09793
-7.61171, -0.132538
-6.33749, -5.06765
-6.95764, -4.63304
-1.99516, -2.90529
2.9278, 5.69721
-4.28662, 1.55314
1.25943, 3.9079
-7.15884, -3.34244
-0.609198, -2.0619
3.70567, 1.80431
2.58835, -10.2103
-4.37609, -6.0927
7.16106, 5.0482
1.87757, 1.29202
3.52792, 3.25727
2.81433, 12.4855
-2.73852, 6.59424
-9.93269, 3.94638
-1.21421, -3.39244
-1.60981, -1.08019
-3.28061, 5.1045
-2.33455, 6.49116
-2.05838, 6.49703
-5.19136, 5.73719
0.379443, 6.02877
14.323, -1.61162
2.97259, -2.10832
0.961144, -1.51106
-2.36684, 0.771978
-12.0772, -1.03447
-4.88368, -3.01904
0.692466, 2.57612
2.30837, -11.7568
1.32275, -1.08639
-4.71388, 1.07987
5.18307, -3.67412
-2.23847, -0.825075
0.0592522, 8.75
8.39947, -0.385221
4.99533, -11.7689
5.67362, -2.07454
10.6549, -0.0818895
-3.24145, 0.312975
-4.14933, -1.26946
-5.76351, -2.35938
-5.27871, 1.70435
-3.95193, -2.43373
5.61711, 6.63396
1.39533, 0.175808
0.333422, 4.75529
-0.610699, -4.70288
1.36767, 3.19616
-8.14015, 4.93269
-3.34793, 2.60609
11.5741, 7.8083
-0.373891, 0.496383
-5.12051, 3.66799
10.0071, 0.880349
5.26645, -2.00046
-2.26773, -3.09916
-4.66148, -8.53297
3.73442, -3.12186
2.81302, -2.8573
-7.73529, 0.238533
-5.14877, -4.96612
-0.352062, 3.18626
0.434116, -1.22261
0.385183, 5.34412
-2.06673, 6.08272
-3.26376, -0.182128
-1.80225, -0.136125
-7.05501, 4.32182
0.736976, -7.30964
-2.51597, -0.572966
4.39513, 6.04554
-3.31109, -2.81593
-5.09183, -2.59324
5.12944, 6.11912
1.07196, -0.370741
-12.0408, -4.42346
3.53924, 5.76466
-10.1537, -13.0771
6.24487, -0.349892
1.67957, -3.54499
10.8027, 0.604326
0.290172, 5.68867
6.35269, 2.42505
-3.76207, -3.80644
-3.17522, -1.01418
-0.203676, -4.87423
-0.561322, -1.20125
-9.3621, -2.12302
1.18942, 5.5876
-0.664907, 4.38481
-0.0589372, 2.92351
-5.15612, -2.79087
-4.04946, 1.07398
5.42041, -0.769233
-2.92836, -2.82118
-6.38191, -8.41596
1.61971, 0.417718
-2.23338, 2.88918
1.75063, -1.30321
-0.868037, -1.03582
-2.2876, 0.38439
3.45427, 5.7723
-0.608259, 5.8853
0.80675, 1.75775
-9.38481, -3.62118
0.204705, 11.0035
10.4289, 2.34242
5.25291, 0.539346
-3.30454, -4.68565
3.48143, -1.6362
-9.00033, -9.64028
3.85907, -8.26917
4.86365, -4.3284
2.98913, -7.98739
-10.9016, -1.88625
3.62285, -3.30906
5.0632, 5.09216
-4.44774, -0.118004
3.563, 5.27507
-7.71889, 6.11391
-6.00841, 9.02936
0.454129, -4.70862
-6.20357, -2.46461
3.79871, -2.60844
-5.52529, 0.893475
2.25139, 3.31494
1.46795, -0.599931
-2.47988, -2.38261
-0.119043, -6.02641
1.25694, 1.78795
3.29869, -0.907761
5.21863, -0.204255
2.13017, -0.243367
2.64009, 2.65285
-9.95604, -6.27056
-4.95799, -3.26541
0.165175, -1.49063
4.97777, -7.38141
4.35999, 3.1664
-8.02749, 12.2257
-3.38254, -6.11622
3.86353, -6.70124
4.67337, -1.90691
-3.6857, -3.04528
-1.08402, -8.46013
8.24329, -7.84849
-0.568272, 4.78778
-4.85867, -1.1491
-6.45273, 0.155049
2.54175, 0.532112
1.27638, 5.66923
7.13926, 0.455571
